CustomerName,InvoiceNumber,InvoiceDate,CustomerPoNumber,BillTotal,Applied,Status,Currency,ContactName,ContactPhone,ContactEmail,CustomerTerms,DueDate
Skyline Properties,DF2030179,5/22/25,PO-000165,4200,4200,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,6/21/25 00:00
Skyline Properties,DF2030186,5/23/25,PO-000166,4200,4200,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,6/22/25 00:00
Skyline Properties,DF2030277,5/23/25,PO-000167,3500,3500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,6/22/25 00:00
Skyline Properties,DF2030329,6/2/25,PO-000168,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/2/25 00:00
Skyline Properties,DF2030377,5/30/25,PO-000169,2100,2100,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,6/29/25 00:00
Skyline Properties,DF2030397,6/3/25,PO-000170,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/3/25 00:00
Skyline Properties,DF2030398,6/3/25,PO-000171,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/3/25 00:00
Skyline Properties,DF2030485,6/4/25,PO-000172,1250,1250,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/4/25 00:00
Skyline Properties,DF2030559,6/6/25,PO-000173,5000,5000,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/6/25 00:00
Skyline Properties,DF2030568,6/12/25,PO-000174,1250,1250,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/12/25 00:00
Skyline Properties,DF2030569,6/12/25,PO-000175,3300,3300,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/12/25 00:00
Skyline Properties,DF2030604,6/12/25,PO-000176,4900,4900,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/12/25 00:00
Skyline Properties,DF2030814,6/13/25,PO-000177,1600,1600,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/13/25 00:00
Skyline Properties,DF2030819,6/19/25,PO-000178,4800,4800,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/19/25 00:00
Skyline Properties,DF2030974,6/24/25,PO-000179,1600,1600,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/24/25 00:00
Skyline Properties,DF2031073,7/14/25,PO-000180,8500,8500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031074,7/2/25,PO-000181,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/1/25 00:00
Skyline Properties,DF2031129,6/30/25,PO-000182,2300,2300,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,7/30/25 00:00
Skyline Properties,DF2031175,7/7/25,PO-000183,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/6/25 00:00
Skyline Properties,DF2031176,7/14/25,PO-000184,15500,15500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031177,7/7/25,PO-000185,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/6/25 00:00
Skyline Properties,DF2031178,7/14/25,PO-000186,11500,11500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031216,7/14/25,PO-000187,17000,17000,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031221,7/7/25,PO-000188,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/6/25 00:00
Skyline Properties,DF2031230,7/2/25,PO-000189,6600,6600,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/1/25 00:00
Skyline Properties,DF2031236,7/3/25,PO-000190,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/2/25 00:00
Skyline Properties,DF2031237,7/14/25,PO-000191,9750,9750,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031280,7/17/25,PO-000192,9000,9000,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/16/25 00:00
Skyline Properties,DF2031289,7/2/25,PO-000193,0,0,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/1/25 00:00
Skyline Properties,DF2031389,7/17/25,PO-000194,4500,4500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/16/25 00:00
Skyline Properties,DF2031522,7/14/25,PO-000195,3300,3300,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/13/25 00:00
Skyline Properties,DF2031571,7/17/25,PO-000196,4400,4400,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/16/25 00:00
Skyline Properties,DF2031572,7/22/25,PO-000197,3200,3200,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/21/25 00:00
Skyline Properties,DF2031576,7/17/25,PO-000198,2150,2150,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/16/25 00:00
Skyline Properties,DF2031577,7/17/25,PO-000199,3500,3500,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/16/25 00:00
Skyline Properties,DF2031825,7/18/25,PO-000200,4000,1605.65,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/17/25 00:00
Skyline Properties,DF2031722,7/23/25,PO-000201,1800,1800,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/22/25 00:00
Skyline Properties,DF2031736,7/30/25,PO-000202,1250,1250,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/29/25 00:00
Skyline Properties,DF2031902,7/30/25,PO-000203,2050,2050,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/29/25 00:00
Skyline Properties,DF2031903,7/28/25,PO-000204,1250,1250,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/27/25 00:00
Skyline Properties,DF2031904,7/28/25,PO-000205,2250,2250,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/27/25 00:00
Skyline Properties,DF2032006,7/30/25,PO-000206,2400,2400,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,8/29/25 00:00
Skyline Properties,DF2032207,8/8/25,PO-000207,1650,1650,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/7/25 00:00
Skyline Properties,DF2032267,8/25/25,PO-000208,5200,2087.26,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/24/25 00:00
Skyline Properties,DF2032332,8/26/25,PO-000209,5900,1992.75,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/25/25 00:00
Skyline Properties,DF2032480,8/22/25,PO-000210,2200,1898.63,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/21/25 00:00
Skyline Properties,DF2032485,8/27/25,PO-000211,3000,3000,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/26/25 00:00
Skyline Properties,DF2032486,8/26/25,PO-000212,2800,1934.03,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/25/25 00:00
Skyline Properties,DF2032551,9/11/25,PO-000213,7300,7300,Closed,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/11/25 00:00
Skyline Properties,DF2032677,9/9/25,PO-000214,1800,1368.44,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/9/25 00:00
Skyline Properties,DF2032678,9/2/25,PO-000215,3300,1034.15,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/2/25 00:00
Skyline Properties,DF2032703,8/29/25,PO-000216,5400,5024.38,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,9/28/25 00:00
Skyline Properties,DF2032873,9/9/25,PO-000217,5900,4962.42,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/9/25 00:00
Skyline Properties,DF2033063,9/9/25,PO-000218,800,350.42,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/9/25 00:00
Skyline Properties,DF2033097,9/11/25,PO-000219,5900,2467.3,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/11/25 00:00
Skyline Properties,DF2033107,9/11/25,PO-000220,6000,2515.28,Pending,USD,Angela Scott,555-513-2964,angela@skylineproperties.com,Net 30,10/11/25 00:00
Pathway Learning Center,DF2023703,10/7/24,PO-000221,6400,6400,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,11/6/24 00:00
Pathway Learning Center,DF2024420,11/5/24,PO-000222,9000,9000,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,12/5/24 00:00
Pathway Learning Center,DF2024494,11/1/24,PO-000223,7500,7500,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,12/1/24 00:00
Pathway Learning Center,DF2025187,12/3/24,PO-000224,3150,3150,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,1/2/25 00:00
Pathway Learning Center,DF2025188,11/26/24,PO-000225,3150,3150,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,12/26/24 00:00
Pathway Learning Center,DF2025293,12/2/24,PO-000226,4950,4950,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,1/1/25 00:00
Pathway Learning Center,DF2025294,11/27/24,PO-000227,2650,2650,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,12/27/24 00:00
Pathway Learning Center,DF2025753,12/18/24,PO-000228,1500,1500,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,1/17/25 00:00
Pathway Learning Center,DF2025754,12/30/24,PO-000229,6400,6400,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,1/29/25 00:00
Pathway Learning Center,DF2026621,1/20/25,PO-000230,3000,3000,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,2/19/25 00:00
Pathway Learning Center,DF2026639,1/24/25,PO-000231,7300,7300,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,2/23/25 00:00
Pathway Learning Center,DF2026796,1/28/25,PO-000232,5100,5100,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,2/27/25 00:00
Pathway Learning Center,DF2026797,1/30/25,PO-000233,7000,7000,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,3/1/25 00:00
Pathway Learning Center,DF2028604,4/2/25,PO-000234,4375,4375,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,5/2/25 00:00
Pathway Learning Center,DF2028605,4/2/25,PO-000235,3500,3500,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,5/2/25 00:00
Pathway Learning Center,DF2028606,4/3/25,PO-000090,5300,5300,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,5/3/25 00:00
Pathway Learning Center,DF2031734,7/28/25,PO-000236,4900,4900,Closed,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,8/27/25 00:00
Pathway Learning Center,DF2032805,8/29/25,PO-000237,2700,1343.95,Pending,USD,Angela Scott,555-513-2964,angela@pathwaylearningcenter.com,Net 30,9/28/25 00:00
Engage Strategies,DF2021901,8/20/24,PO-000238,2400,2400,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,9/19/24 00:00
Engage Strategies,DF2022339,8/30/24,PO-000239,3000,3000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,9/29/24 00:00
Engage Strategies,DF2022343,8/26/24,PO-000240,4000,4000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,9/25/24 00:00
Engage Strategies,DF2022453,8/27/24,PO-000241,4250,4250,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,9/26/24 00:00
Engage Strategies,DF2022558,8/30/24,PO-000242,4250,4250,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,9/29/24 00:00
Engage Strategies,DF2023683,10/7/24,PO-000243,4500,4500,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,11/6/24 00:00
Engage Strategies,DF2023869,10/7/24,PO-000244,2100,2100,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,11/6/24 00:00
Engage Strategies,DF2024275,10/22/24,PO-000245,2000,2000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,11/21/24 00:00
Engage Strategies,DF2024922,11/18/24,PO-000246,3700,3700,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,12/18/24 00:00
Engage Strategies,DF2026106,12/30/24,PO-000247,2000,2000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,1/29/25 00:00
Engage Strategies,DF2026108,12/31/24,PO-000248,2000,2000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,1/30/25 00:00
Engage Strategies,DF2026827,1/27/25,PO-000249,2000,2000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,2/26/25 00:00
Engage Strategies,DF2027329,2/18/25,PO-000250,2000,2000,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,3/20/25 00:00
Engage Strategies,DF2030210,5/27/25,PO-000251,4500,4500,Closed,USD,Angela Scott,555-513-2964,angela@engagestrategies.com,Net 30,6/26/25 00:00
Knowledge Nook,DF2029638,5/16/25,PO-000252,250,250,Closed,USD,Angela Scott,555-513-2964,angela@knowledgenook.com,Net 7,5/23/25 00:00
Visionary Advisors,DF2024416,11/1/24,PO-000253,3500,3500,Closed,USD,Angela Scott,555-513-2964,angela@visionaryadvisors.com,Net 30,12/1/24 00:00
Visionary Advisors,DF2024710,11/11/24,PO-000254,6000,6000,Closed,USD,Angela Scott,555-513-2964,angela@visionaryadvisors.com,Net 30,12/11/24 00:00
Visionary Advisors,DF2024745,11/19/24,PO-000255,9500,9500,Closed,USD,Angela Scott,555-513-2964,angela@visionaryadvisors.com,Net 30,12/19/24 00:00
Visionary Advisors,DF2025459,12/6/24,PO-000256,5350,5350,Closed,USD,Angela Scott,555-513-2964,angela@visionaryadvisors.com,Net 30,1/5/25 00:00
Haven Home Decor,DF2027962,3/17/25,PO-000257,2400,2400,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,3/24/25 00:00
Haven Home Decor,DF2028226,3/31/25,PO-000258,1950,1950,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,4/7/25 00:00
Haven Home Decor,DF2029023,4/28/25,PO-000259,1350,1350,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,5/5/25 00:00
Haven Home Decor,DF2029076,4/30/25,PO-000260,1450,1450,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,5/7/25 00:00
Haven Home Decor,DF2029806,5/20/25,PO-000261,1450,1450,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,5/27/25 00:00
Haven Home Decor,DF2030597,6/18/25,PO-000262,2100,2100,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,6/25/25 00:00
Haven Home Decor,DF2030668,6/19/25,PO-000263,1900,1900,Closed,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,6/26/25 00:00
Haven Home Decor,DF2032680,8/27/25,PO-000264,1400,897.53,Pending,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,9/3/25 00:00
Haven Home Decor,DF2032681,8/29/25,PO-000265,850,493.65,Pending,USD,George Hernandez,555-344-5351,george@havenhomedecor.com,Net 7,9/5/25 00:00
Focus Consulting Group,DF2021197,7/25/24,PO-000266,1800,1800,Closed,USD,Linda Torres,555-505-3144,linda@focusconsultinggroup.com,Net 7,8/1/24 00:00
Hire Right Agency,DF2026606,1/16/25,PO-000267,4350,4350,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,2/15/25 00:00
Hire Right Agency,DF2027381,2/19/25,PO-000268,650,650,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,3/21/25 00:00
Hire Right Agency,DF2027725,3/5/25,PO-000269,3100,3100,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/4/25 00:00
Hire Right Agency,DF2027921,3/7/25,PO-000270,1000,1000,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/6/25 00:00
Hire Right Agency,DF2028111,3/26/25,PO-000271,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/25/25 00:00
Hire Right Agency,DF2028146,3/19/25,PO-000272,3150,3150,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/18/25 00:00
Hire Right Agency,DF2028258,3/21/25,PO-000273,900,900,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/20/25 00:00
Hire Right Agency,DF2028270,3/26/25,PO-000274,3200,3200,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/25/25 00:00
Hire Right Agency,DF2028311,3/24/25,PO-000275,2275,2275,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/23/25 00:00
Hire Right Agency,DF2028430,3/28/25,PO-000276,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/27/25 00:00
Hire Right Agency,DF2028468,3/28/25,PO-000277,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,4/27/25 00:00
Hire Right Agency,DF2028633,4/3/25,PO-000278,2100,2100,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/3/25 00:00
Hire Right Agency,DF2028672,4/4/25,PO-000279,3850,3850,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/4/25 00:00
Hire Right Agency,DF2028749,4/14/25,PO-000280,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/14/25 00:00
Hire Right Agency,DF2028785,4/17/25,PO-000281,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/17/25 00:00
Hire Right Agency,DF2028786,4/10/25,PO-000282,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/10/25 00:00
Hire Right Agency,DF2028787,4/10/25,PO-000283,2350,2350,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/10/25 00:00
Hire Right Agency,DF2029043,4/22/25,PO-000284,2275,2275,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/22/25 00:00
Hire Right Agency,DF2029203,4/25/25,PO-000285,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/25/25 00:00
Hire Right Agency,DF2029204,4/25/25,PO-000286,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/25/25 00:00
Hire Right Agency,DF2029242,4/25/25,PO-000287,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/25/25 00:00
Hire Right Agency,DF2029370,5/2/25,PO-000288,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/1/25 00:00
Hire Right Agency,DF2029371,4/30/25,PO-000289,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/30/25 00:00
Hire Right Agency,DF2029372,5/1/25,PO-000290,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,5/31/25 00:00
Hire Right Agency,DF2029384,5/2/25,PO-000291,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/1/25 00:00
Hire Right Agency,DF2029436,5/2/25,PO-000292,1875,1875,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/1/25 00:00
Hire Right Agency,DF2029479,5/8/25,PO-000293,2275,2275,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/7/25 00:00
Hire Right Agency,DF2029503,5/7/25,PO-000294,1875,1875,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/6/25 00:00
Hire Right Agency,DF2029603,5/9/25,PO-000295,2275,2275,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/8/25 00:00
Hire Right Agency,DF2029790,5/15/25,PO-000296,1600,1600,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/14/25 00:00
Hire Right Agency,DF2029971,5/20/25,PO-000297,700,700,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/19/25 00:00
Hire Right Agency,DF2030065,5/22/25,PO-000298,1850,1850,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/21/25 00:00
Hire Right Agency,DF2030066,5/22/25,PO-000299,1850,1850,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/21/25 00:00
Hire Right Agency,DF2030118,5/22/25,PO-000300,2250,2250,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/21/25 00:00
Hire Right Agency,DF2030119,5/23/25,PO-000301,2250,2250,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/22/25 00:00
Hire Right Agency,DF2030208,5/22/25,PO-000302,250,122.32,Pending,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/21/25 00:00
Hire Right Agency,DF2030209,5/22/25,PO-000303,250,174.43,Pending,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/21/25 00:00
Hire Right Agency,DF2030273,5/27/25,PO-000303,1800,1800,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/26/25 00:00
Hire Right Agency,DF2030274,5/27/25,PO-000302,1800,1800,Closed,USD,Sharon Smith,555-787-5915,sharon@hirerightagency.com,Net 30,6/26/25 00:00
